,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
1943,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,AA,4,Th,8:30 AM - 9:20 AM,LOW,101,None,4,NSc,12878,10,10,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,08:30,09:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416ASpring2025
1944,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,AB,4,Th,9:30 AM - 10:20 AM,JHN,111,None,4,NSc,12879,10,10,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416ASpring2025
1945,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,AC,4,Th,10:30 AM - 11:20 AM,JHN,111,None,4,NSc,12880,10,10,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,10:30,11:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416ASpring2025
1946,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,AD,4,Th,3:30 PM - 4:20 PM,THO,334,None,4,NSc,12881,10,10,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416ASpring2025
1947,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,AE,4,Th,3:30 PM - 4:20 PM,LOW,105,None,4,NSc,12882,15,15,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416ASpring2025
1949,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,BA,4,Th,8:30 AM - 9:20 AM,LOW,101,None,4,NSc,12884,1,5,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,08:30,09:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416BSpring2025
1950,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,BB,4,Th,9:30 AM - 10:20 AM,JHN,111,None,4,NSc,12885,5,5,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416BSpring2025
1951,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,BC,4,Th,10:30 AM - 11:20 AM,JHN,111,None,4,NSc,12886,5,5,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,10:30,11:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416BSpring2025
1952,Seattle,Spring 2025,CSE    416,Introduction to Machine Learning,"Provides practical introduction to machine learning. Modules include regression, classification, clustering, retrieval, recommender systems, and deep learning, with a focus on an intuitive understanding grounded in real-world applications. Intelligent applications are designed and used to make predictions on large, complex datasets.",quiz,BD,4,Th,3:30 PM - 4:20 PM,THO,334,None,4,NSc,12887,5,5,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20416/details,CSE416,3.4661406025824966,3.7,0.7267791391497307,18.794835007173603,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,6.0,8.0,16.0,9.0,12.0,17.0,23.0,29.0,35.0,51.0,65.0,64.0,82.0,93.0,131.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE416,CSE416BSpring2025
1954,Seattle,Spring 2025,CSE    421,Introduction to Algorithms,"Techniques for design of efficient algorithms. Methods for showing lower bounds on computational complexity. Particular algorithms for sorting, searching, set manipulation, arithmetic, graph problems, pattern matching.",quiz,AA,3,Th,11:30 AM - 12:20 PM,MLR,316,None,3,,12889,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20421/details,CSE421,3.5155805687203787,3.6,0.4665469040202297,11.137440758293838,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,3.0,4.0,5.0,7.0,10.0,8.0,6.0,12.0,23.0,56.0,72.0,80.0,100.0,148.0,184.0,215.0,215.0,185.0,142.0,188.0,11:30,12:20,CSE,No Match,,,,,,,,,,,,,,CSE421,CSE421ASpring2025
1955,Seattle,Spring 2025,CSE    421,Introduction to Algorithms,"Techniques for design of efficient algorithms. Methods for showing lower bounds on computational complexity. Particular algorithms for sorting, searching, set manipulation, arithmetic, graph problems, pattern matching.",quiz,AB,3,Th,12:30 PM - 1:20 PM,JHN,026,None,3,,12890,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20421/details,CSE421,3.5155805687203787,3.6,0.4665469040202297,11.137440758293838,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,3.0,4.0,5.0,7.0,10.0,8.0,6.0,12.0,23.0,56.0,72.0,80.0,100.0,148.0,184.0,215.0,215.0,185.0,142.0,188.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE421,CSE421ASpring2025
1956,Seattle,Spring 2025,CSE    421,Introduction to Algorithms,"Techniques for design of efficient algorithms. Methods for showing lower bounds on computational complexity. Particular algorithms for sorting, searching, set manipulation, arithmetic, graph problems, pattern matching.",quiz,AC,3,Th,1:30 PM - 2:20 PM,CHL,101,None,3,,12891,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20421/details,CSE421,3.5155805687203787,3.6,0.4665469040202297,11.137440758293838,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,3.0,4.0,5.0,7.0,10.0,8.0,6.0,12.0,23.0,56.0,72.0,80.0,100.0,148.0,184.0,215.0,215.0,185.0,142.0,188.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE421,CSE421ASpring2025
1957,Seattle,Spring 2025,CSE    421,Introduction to Algorithms,"Techniques for design of efficient algorithms. Methods for showing lower bounds on computational complexity. Particular algorithms for sorting, searching, set manipulation, arithmetic, graph problems, pattern matching.",quiz,AD,3,Th,2:30 PM - 3:20 PM,THO,234,None,3,,12892,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20421/details,CSE421,3.5155805687203787,3.6,0.4665469040202297,11.137440758293838,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,3.0,4.0,5.0,7.0,10.0,8.0,6.0,12.0,23.0,56.0,72.0,80.0,100.0,148.0,184.0,215.0,215.0,185.0,142.0,188.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE421,CSE421ASpring2025
1958,Seattle,Spring 2025,CSE    421,Introduction to Algorithms,"Techniques for design of efficient algorithms. Methods for showing lower bounds on computational complexity. Particular algorithms for sorting, searching, set manipulation, arithmetic, graph problems, pattern matching.",quiz,AE,3,Th,3:30 PM - 4:20 PM,JHN,022,None,3,,12893,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20421/details,CSE421,3.5155805687203787,3.6,0.4665469040202297,11.137440758293838,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,3.0,4.0,5.0,7.0,10.0,8.0,6.0,12.0,23.0,56.0,72.0,80.0,100.0,148.0,184.0,215.0,215.0,185.0,142.0,188.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE421,CSE421ASpring2025
1959,Seattle,Spring 2025,CSE    421,Introduction to Algorithms,"Techniques for design of efficient algorithms. Methods for showing lower bounds on computational complexity. Particular algorithms for sorting, searching, set manipulation, arithmetic, graph problems, pattern matching.",quiz,AF,3,Th,9:30 AM - 10:20 AM,LOW,105,None,3,,12894,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20421/details,CSE421,3.5155805687203787,3.6,0.4665469040202297,11.137440758293838,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,3.0,4.0,5.0,7.0,10.0,8.0,6.0,12.0,23.0,56.0,72.0,80.0,100.0,148.0,184.0,215.0,215.0,185.0,142.0,188.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE421,CSE421ASpring2025
1963,Seattle,Spring 2025,CSE    440,"Introduction to HCI: User Interface Design, Prototyping, and Evaluation                                                 ","Human-Computer Interaction (HCI) theory and techniques. Methods for designing, prototyping, and evaluating user interfaces to computing applications. Human capabilities, interface technology, interface design methods, and interface evaluation tools and techniques.",quiz,AA,5,F,11:30 AM - 12:20 PM,MGH,058,None,5,,12898,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20440/details,CSE440,3.6562073669849933,3.7,0.30378300685305826,11.459754433833561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,7.0,3.0,17.0,24.0,29.0,50.0,83.0,75.0,104.0,128.0,119.0,84.0,11:30,12:20,CSE,No Match,,,,,,,,,,,,,,CSE440,CSE440ASpring2025
1964,Seattle,Spring 2025,CSE    440,"Introduction to HCI: User Interface Design, Prototyping, and Evaluation                                                 ","Human-Computer Interaction (HCI) theory and techniques. Methods for designing, prototyping, and evaluating user interfaces to computing applications. Human capabilities, interface technology, interface design methods, and interface evaluation tools and techniques.",quiz,AB,5,F,1:30 PM - 2:20 PM,PAR,120,None,5,,12899,23,23,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20440/details,CSE440,3.6562073669849933,3.7,0.30378300685305826,11.459754433833561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,7.0,3.0,17.0,24.0,29.0,50.0,83.0,75.0,104.0,128.0,119.0,84.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE440,CSE440ASpring2025
1966,Seattle,Spring 2025,CSE    440,"Introduction to HCI: User Interface Design, Prototyping, and Evaluation                                                 ","Human-Computer Interaction (HCI) theory and techniques. Methods for designing, prototyping, and evaluating user interfaces to computing applications. Human capabilities, interface technology, interface design methods, and interface evaluation tools and techniques.",quiz,BA,5,F,11:30 AM - 12:20 PM,MGH,058,None,5,,12901,0,4,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20440/details,CSE440,3.6562073669849933,3.7,0.30378300685305826,11.459754433833561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,7.0,3.0,17.0,24.0,29.0,50.0,83.0,75.0,104.0,128.0,119.0,84.0,11:30,12:20,CSE,No Match,,,,,,,,,,,,,,CSE440,CSE440BSpring2025
1967,Seattle,Spring 2025,CSE    440,"Introduction to HCI: User Interface Design, Prototyping, and Evaluation                                                 ","Human-Computer Interaction (HCI) theory and techniques. Methods for designing, prototyping, and evaluating user interfaces to computing applications. Human capabilities, interface technology, interface design methods, and interface evaluation tools and techniques.",quiz,BB,5,F,1:30 PM - 2:20 PM,PAR,120,None,5,,12902,0,4,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20440/details,CSE440,3.6562073669849933,3.7,0.30378300685305826,11.459754433833561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,7.0,3.0,17.0,24.0,29.0,50.0,83.0,75.0,104.0,128.0,119.0,84.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE440,CSE440BSpring2025
1969,Seattle,Spring 2025,CSE    444,Database Systems Internals,"The relational data model and the SQL query language. Conceptual modeling: entity/relationships, normal forms. XML, XPath, and XQuery. Transactions: recovery and concurrency control. Implementation of a database system. A medium sized project using a rational database backend.",quiz,AA,4,Th,12:30 PM - 1:20 PM,LOW,106,None,4,,12904,35,35,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20444/details,CSE444,3.768900804289544,3.9,0.5802820090260882,46.91689008042895,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,4.0,2.0,4.0,7.0,6.0,18.0,33.0,64.0,103.0,124.0,350.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE444,CSE444ASpring2025
1970,Seattle,Spring 2025,CSE    444,Database Systems Internals,"The relational data model and the SQL query language. Conceptual modeling: entity/relationships, normal forms. XML, XPath, and XQuery. Transactions: recovery and concurrency control. Implementation of a database system. A medium sized project using a rational database backend.",quiz,AB,4,Th,1:30 PM - 2:20 PM,GUG,204,None,4,,12905,34,34,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20444/details,CSE444,3.768900804289544,3.9,0.5802820090260882,46.91689008042895,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,4.0,2.0,4.0,7.0,6.0,18.0,33.0,64.0,103.0,124.0,350.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE444,CSE444ASpring2025
1971,Seattle,Spring 2025,CSE    444,Database Systems Internals,"The relational data model and the SQL query language. Conceptual modeling: entity/relationships, normal forms. XML, XPath, and XQuery. Transactions: recovery and concurrency control. Implementation of a database system. A medium sized project using a rational database backend.",quiz,AC,4,Th,2:30 PM - 3:20 PM,MOR,234,None,4,,12906,36,36,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20444/details,CSE444,3.768900804289544,3.9,0.5802820090260882,46.91689008042895,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,4.0,2.0,4.0,7.0,6.0,18.0,33.0,64.0,103.0,124.0,350.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE444,CSE444ASpring2025
1972,Seattle,Spring 2025,CSE    444,Database Systems Internals,"The relational data model and the SQL query language. Conceptual modeling: entity/relationships, normal forms. XML, XPath, and XQuery. Transactions: recovery and concurrency control. Implementation of a database system. A medium sized project using a rational database backend.",quiz,AD,4,Th,3:30 PM - 4:20 PM,MEB,234,None,4,,12907,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20444/details,CSE444,3.768900804289544,3.9,0.5802820090260882,46.91689008042895,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,4.0,2.0,4.0,7.0,6.0,18.0,33.0,64.0,103.0,124.0,350.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE444,CSE444ASpring2025
1974,Seattle,Spring 2025,CSE    446,Machine Learning,"Design of efficient algorithms that learn from data. Representative topics include supervised learning, unsupervised learning, regression and classification, deep learning, kernel methods, and optimization. Emphasis on algorithmic principles and how to use these tools in practice.",quiz,AA,4,Th,8:30 AM - 9:20 AM,MGH,242,None,4,,12909,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20446/details,CSE446,3.601107594936709,3.8,0.6163248884883402,21.439873417721518,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,6.0,8.0,11.0,14.0,20.0,23.0,17.0,38.0,44.0,67.0,115.0,133.0,213.0,221.0,271.0,08:30,09:20,CSE,No Match,,,,,,,,,,,,,,CSE446,CSE446ASpring2025
1975,Seattle,Spring 2025,CSE    446,Machine Learning,"Design of efficient algorithms that learn from data. Representative topics include supervised learning, unsupervised learning, regression and classification, deep learning, kernel methods, and optimization. Emphasis on algorithmic principles and how to use these tools in practice.",quiz,AB,4,Th,9:30 AM - 10:20 AM,MGH,242,None,4,,12910,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20446/details,CSE446,3.601107594936709,3.8,0.6163248884883402,21.439873417721518,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,6.0,8.0,11.0,14.0,20.0,23.0,17.0,38.0,44.0,67.0,115.0,133.0,213.0,221.0,271.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE446,CSE446ASpring2025
1976,Seattle,Spring 2025,CSE    446,Machine Learning,"Design of efficient algorithms that learn from data. Representative topics include supervised learning, unsupervised learning, regression and classification, deep learning, kernel methods, and optimization. Emphasis on algorithmic principles and how to use these tools in practice.",quiz,AC,4,Th,10:30 AM - 11:20 AM,MGH,234,None,4,,12911,33,33,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20446/details,CSE446,3.601107594936709,3.8,0.6163248884883402,21.439873417721518,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,6.0,8.0,11.0,14.0,20.0,23.0,17.0,38.0,44.0,67.0,115.0,133.0,213.0,221.0,271.0,10:30,11:20,CSE,No Match,,,,,,,,,,,,,,CSE446,CSE446ASpring2025
1977,Seattle,Spring 2025,CSE    446,Machine Learning,"Design of efficient algorithms that learn from data. Representative topics include supervised learning, unsupervised learning, regression and classification, deep learning, kernel methods, and optimization. Emphasis on algorithmic principles and how to use these tools in practice.",quiz,AD,4,Th,11:30 AM - 12:20 PM,CMU,230,None,4,,12912,32,32,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20446/details,CSE446,3.601107594936709,3.8,0.6163248884883402,21.439873417721518,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,6.0,8.0,11.0,14.0,20.0,23.0,17.0,38.0,44.0,67.0,115.0,133.0,213.0,221.0,271.0,11:30,12:20,CSE,No Match,,,,,,,,,,,,,,CSE446,CSE446ASpring2025
1978,Seattle,Spring 2025,CSE    446,Machine Learning,"Design of efficient algorithms that learn from data. Representative topics include supervised learning, unsupervised learning, regression and classification, deep learning, kernel methods, and optimization. Emphasis on algorithmic principles and how to use these tools in practice.",quiz,AE,4,Th,12:30 PM - 1:20 PM,GLD,436,None,4,,12913,33,33,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20446/details,CSE446,3.601107594936709,3.8,0.6163248884883402,21.439873417721518,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,6.0,8.0,11.0,14.0,20.0,23.0,17.0,38.0,44.0,67.0,115.0,133.0,213.0,221.0,271.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE446,CSE446ASpring2025
1979,Seattle,Spring 2025,CSE    446,Machine Learning,"Design of efficient algorithms that learn from data. Representative topics include supervised learning, unsupervised learning, regression and classification, deep learning, kernel methods, and optimization. Emphasis on algorithmic principles and how to use these tools in practice.",quiz,AF,4,Th,1:30 PM - 2:20 PM,SAV,168,None,4,,12914,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20446/details,CSE446,3.601107594936709,3.8,0.6163248884883402,21.439873417721518,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,6.0,8.0,11.0,14.0,20.0,23.0,17.0,38.0,44.0,67.0,115.0,133.0,213.0,221.0,271.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE446,CSE446ASpring2025
1981,Seattle,Spring 2025,CSE    451,Introduction to Operating Systems,"Principles of operating systems. Process management, memory management, auxiliary storage management, resource allocation.",quiz,AA,4,Th,12:30 PM - 1:20 PM,MGH,254,None,4,,12916,35,35,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20451/details,CSE451,3.7359999999999998,3.8,0.35099433507652794,28.46511627906977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,2.0,7.0,2.0,7.0,9.0,8.0,16.0,33.0,34.0,55.0,80.0,136.0,184.0,179.0,306.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE451,CSE451ASpring2025
1982,Seattle,Spring 2025,CSE    451,Introduction to Operating Systems,"Principles of operating systems. Process management, memory management, auxiliary storage management, resource allocation.",quiz,AB,4,Th,1:30 PM - 2:20 PM,MGH,228,None,4,,12917,35,35,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20451/details,CSE451,3.7359999999999998,3.8,0.35099433507652794,28.46511627906977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,2.0,7.0,2.0,7.0,9.0,8.0,16.0,33.0,34.0,55.0,80.0,136.0,184.0,179.0,306.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE451,CSE451ASpring2025
